#Parameters = {Lp=29.4; Ls=52.3; PinInsCon=4.1; Pincon=1.2; Pinlength=17.9; Wavelength=2; WavelengthsNumber=2; Wcon=12.7; Wf=2; Wp=35; Ws=56.5; conPlaceX=0; conPlaceY=21; h=1.61; hcon=1.7; hightSkrue=8; pinHole=2.4; tc=0.035; tykSkrue=6.2; y0=10; Mesh Pass=2}
#"Frequency / GHz"	"S1,1 (Mesh Pass=2) [Magnitude / dB]"
#-------------------------------------------------------
2.2999999523163	-3.3118324186847
2.3002998828888	-3.3229745517892
2.3006000518799	-3.3342023853482
2.3008999824524	-3.3455169403016
2.3011999130249	-3.3569196420842
2.3015000820160	-3.3684155837234
2.3018000125885	-3.3800019133931
2.3020999431610	-3.3916862689408
2.3024001121521	-3.4034653927682
2.3027000427246	-3.4153452949762
2.3029999732971	-3.4273264933174
2.3032999038696	-3.4394107771652
2.3036000728607	-3.4515989308846
2.3039000034332	-3.4638964364974
2.3041999340057	-3.4763018639824
2.3045001029968	-3.4888184942191
2.3048000335693	-3.5014478451599
2.3050999641418	-3.5141923282280
2.3053998947144	-3.5270536454205
2.3057000637054	-3.5400326696409
2.3059999942780	-3.5531326396924
2.3062999248505	-3.5663544718246
2.3066000938416	-3.5797007459060
2.3069000244141	-3.5931711691178
2.3071999549866	-3.6067722793622
2.3074998855591	-3.6204996717632
2.3078000545502	-3.6343604935894
2.3080999851227	-3.6483513789669
2.3083999156952	-3.6624770258489
2.3087000846863	-3.6767404850436
2.3090000152588	-3.6911409026413
2.3092999458313	-3.7056812989131
2.3096001148224	-3.7203607913194
2.3099000453949	-3.7351848447516
2.3101999759674	-3.7501518176703
2.3104999065399	-3.7652655980495
2.3108000755310	-3.7805257479747
2.3111000061035	-3.7959344977439
2.3113999366760	-3.8114941656889
2.3117001056671	-3.8272058668766
2.3120000362396	-3.8430695417350
2.3122999668121	-3.8590893032468
2.3125998973846	-3.8752643237999
2.3129000663757	-3.8915988317566
2.3131999969482	-3.9080902545235
2.3134999275208	-3.9247425004177
2.3138000965118	-3.9415561954473
2.3141000270844	-3.9585337480920
2.3143999576569	-3.9756753716118
2.3146998882294	-3.9929818530190
2.3150000572205	-4.0104569900872
2.3152999877930	-4.0281003755242
2.3155999183655	-4.0459116690542
2.3159000873566	-4.0638946089500
2.3162000179291	-4.0820490879052
2.3164999485016	-4.1003769484475
2.3168001174927	-4.1188786887248
2.3171000480652	-4.1375553388015
2.3173999786377	-4.1564107185985
2.3176999092102	-4.1754420932083
2.3180000782013	-4.1946532018066
2.3183000087738	-4.2140429691927
2.3185999393463	-4.2336146162913
2.3189001083374	-4.2533684906504
2.3192000389099	-4.2733039953335
2.3194999694824	-4.2934237094967
2.3197999000549	-4.3137294902532
2.3201000690460	-4.3342194223090
2.3203999996185	-4.3548975703628
2.3206999301910	-4.3757622647176
2.3210000991821	-4.3968173973757
2.3213000297546	-4.4180609805703
2.3215999603271	-4.4394932617974
2.3218998908997	-4.4611178078717
2.3222000598907	-4.4829341604083
2.3224999904633	-4.5049436667090
2.3227999210358	-4.5271456563174
2.3231000900269	-4.5495424944153
2.3234000205994	-4.5721329389617
2.3236999511719	-4.5949218051543
2.3239998817444	-4.6179030343615
2.3243000507355	-4.6410832130867
2.3245999813080	-4.6644595523991
2.3248999118805	-4.6880341812629
2.3252000808716	-4.7118082753860
2.3255000114441	-4.7357800311382
2.3257999420166	-4.7599519260135
2.3261001110077	-4.7843234936128
2.3264000415802	-4.8088948840916
2.3266999721527	-4.8336680680250
2.3269999027252	-4.8586397106585
2.3273000717163	-4.8838157455186
2.3276000022888	-4.9091911417634
2.3278999328613	-4.9347702523300
2.3282001018524	-4.9605512628513
2.3285000324249	-4.9865364673098
2.3287999629974	-5.0127223967734
2.3290998935699	-5.0391103252764
2.3294000625610	-5.0657020689987
2.3296999931335	-5.0924971757955
2.3299999237061	-5.1194947193827
2.3303000926971	-5.1466961110719
2.3306000232697	-5.1740997416318
2.3308999538422	-5.2017060073809
2.3311998844147	-5.2295166450228
2.3315000534058	-5.2575283569012
2.3317999839783	-5.2857431587908
2.3320999145508	-5.3141614065965
2.3324000835419	-5.3427790107055
2.3327000141144	-5.3716002895308
2.3329999446869	-5.4006223747379
2.3333001136780	-5.4298436043741
2.3336000442505	-5.4592669690347
2.3338999748230	-5.4888892686071
2.3341999053955	-5.5187110093758
2.3345000743866	-5.5487314252150
2.3348000049591	-5.5789500337704
2.3350999355316	-5.6093650330291
2.3354001045227	-5.6399774674851
2.3357000350952	-5.6707850590139
2.3359999656677	-5.7017863082875
2.3362998962402	-5.7329838493640
2.3366000652313	-5.7643724732105
2.3368999958038	-5.7959512064571
2.3371999263763	-5.8277222257927
2.3375000953674	-5.8596816649223
2.3378000259399	-5.8918296352800
2.3380999565125	-5.9241632870830
2.3383998870850	-5.9566829849117
2.3387000560760	-5.9893852711771
2.3389999866486	-6.0222704188864
2.3392999172211	-6.0553357416911
2.3396000862122	-6.0885787573791
2.3399000167847	-6.1219994529571
2.3401999473572	-6.1555955767821
2.3405001163483	-6.1893637279577
2.3408000469208	-6.2233024155759
2.3410999774933	-6.2574110375318
2.3413999080658	-6.2916838472563
2.3417000770569	-6.3261225137891
2.3420000076294	-6.3607217608740
2.3422999382019	-6.3954814047442
2.3426001071930	-6.4303968426114
2.3429000377655	-6.4654643483624
2.3431999683380	-6.5006844183746
2.3434998989105	-6.5360513428181
2.3438000679016	-6.5715638847441
2.3440999984741	-6.6072167435746
2.3443999290466	-6.6430083881733
2.3447000980377	-6.6789341547715
2.3450000286102	-6.7149925063339
2.3452999591827	-6.7511779271065
2.3455998897552	-6.7874873665835
2.3459000587463	-6.8239152466922
2.3461999893188	-6.8604596049846
2.3464999198914	-6.8971154451572
2.3468000888824	-6.9338794380301
2.3471000194550	-6.9707448648167
2.3473999500275	-7.0077076442451
2.3477001190186	-7.0447661733966
2.3480000495911	-7.0819111317783
2.3482999801636	-7.1191402880671
2.3485999107361	-7.1564468946175
2.3489000797272	-7.1938261465281
2.3492000102997	-7.2312730893464
2.3494999408722	-7.2687812797469
2.3498001098633	-7.3063454225390
2.3501000404358	-7.3439587204767
2.3503999710083	-7.3816140012029
2.3506999015808	-7.4193078254700
2.3510000705719	-7.4570314462943
2.3513000011444	-7.4947801021194
2.3515999317169	-7.5325429139602
2.3519001007080	-7.5703167029528
2.3522000312805	-7.6080930733306
2.3524999618530	-7.6458635951254
2.3527998924255	-7.6836217054671
2.3531000614166	-7.7213592686397
2.3533999919891	-7.7590681672250
2.3536999225616	-7.7967401486387
2.3540000915527	-7.8343657418027
2.3543000221252	-7.8719382388229
2.3545999526978	-7.9094482517149
2.3548998832703	-7.9468847146990
2.3552000522614	-7.9842418038681
2.3554999828339	-8.0215076053070
2.3557999134064	-8.0586726681385
2.3561000823975	-8.0957297665721
2.3564000129700	-8.1326652967913
2.3566999435425	-8.1694718172465
2.3570001125336	-8.2061363387719
2.3573000431061	-8.2426505865608
2.3575999736786	-8.2790035016651
2.3578999042511	-8.3151833077488
2.3582000732422	-8.3511781019689
2.3585000038147	-8.3869791258372
2.3587999343872	-8.4225722327900
2.3591001033783	-8.4579466661133
2.3594000339508	-8.4930914847930
2.3596999645233	-8.5279947999116
2.3599998950958	-8.5626421254216
2.3603000640869	-8.5970230091408
2.3605999946594	-8.6311249675897
2.3608999252319	-8.6649348563130
2.3612000942230	-8.6984404591775
2.3615000247955	-8.7316282220405
2.3617999553680	-8.7644855827404
2.3620998859406	-8.7969990454377
2.3624000549316	-8.8291567047917
2.3626999855042	-8.8609429351378
2.3629999160767	-8.8923467320017
2.3633000850677	-8.9233532681463
2.3636000156403	-8.9539495930161
2.3638999462128	-8.9841240617112
2.3642001152039	-9.0138597297427
2.3645000457764	-9.0431446007788
2.3647999763489	-9.0719661683646
2.3650999069214	-9.1003080396006
2.3654000759125	-9.1281594918713
2.3657000064850	-9.1555066394322
2.3659999370575	-9.1823364726582
2.3663001060486	-9.2086335696879
2.3666000366211	-9.2343859821584
2.3668999671936	-9.2595810291692
2.3671998977661	-9.2842061613941
2.3675000667572	-9.3082463901629
2.3677999973297	-9.3316918155239
2.3680999279022	-9.3545279643841
2.3684000968933	-9.3767430083983
2.3687000274658	-9.3983252113480
2.3689999580383	-9.4192634197441
2.3692998886108	-9.4395439936236
2.3696000576019	-9.4591585289381
2.3698999881744	-9.4780929458610
2.3701999187469	-9.4963392356002
2.3705000877380	-9.5138856061689
2.3708000183105	-9.5307221372348
2.3710999488831	-9.5468395444240
2.3714001178741	-9.5622283451291
2.3717000484467	-9.5768798542056
2.3719999790192	-9.5907871139737
2.3722999095917	-9.6039393980687
2.3726000785828	-9.6163288874484
2.3729000091553	-9.6279524885044
2.3731999397278	-9.6387997726781
